UMPD CASENUMBER,OCCURRED DATE TIMELOCATION,REPORT DATE TIME,TYPE,DISPOSITION,LOCATION,BUILDING,LAT,LONG
2013-00029295,2013-06-06 16:14:00,2013-06-06 16:15:00,Warrant/Summons Service,Arrest,140 Campus Dr,Health Center,38.9872479,-76.944627
2013-00029311,2013-06-06 18:06:00,2013-06-06 18:06:00,Injured/Sick Person,CBE,163 Campus Dr,"Stamp Student Union, Student Union, Union",38.984345899999994,-76.9325675
2013-00029346,2013-06-06 23:22:00,2013-06-06 23:22:00,CDS Violation,Arrest,Rossborough La,,38.9852184,-76.93405159999998
2013-00029403,2013-06-07 07:05:00,2013-06-07 07:05:00,Theft,Active/Pending,Regents Dr,,38.987435600000005,-76.9399595
2013-00029456,2013-06-07 18:00:00,2013-06-07 19:37:00,Injured Officer,CBE,3 Rossborough La,Service Building,38.9853344,-76.93526539999998
2013-00029503,2013-06-08 00:18:00,2013-06-08 00:18:00,CDS Violation,Arrest,University Bl,,39.0006468,-76.9413438
2013-00029540,2013-06-08 02:30:00,2013-06-08 08:11:00,Vandalism,Suspended,4516 Knox Rd,Sigma Delta Tau Sorority,38.98066370000001,-76.93587140000001
2013-00029546,2013-06-08 10:40:00,2013-06-08 10:54:00,Alarm,CBE,38 Preinkert Dr,Lefrak Hall,38.98337799999999,-76.94502270000001
2013-00029561,2013-06-08 15:05:00,2013-06-08 15:19:00,Alarm,CBE,796 Greenmeade Dr,"Laboratory for Physical Sciences, LPS",39.0038166,-76.9428823
2013-00029606,2013-06-08 19:57:00,2013-06-08 19:57:00,Warrant/Summons Service,Arrest,University Bl,,39.0006468,-76.9413438
2013-00029620,2013-05-30 14:30:00,2013-06-08 21:15:00,Theft,Suspended,404 Mowatt La,"Lot 19, Lot U2, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5",38.9822472,-76.947075
2013-00029655,2013-06-09 00:40:00,2013-06-09 00:40:00,Injured/Sick Person,CBE,7200 Baltimore Ave,Quality Inn,38.97844,-76.93834269999998
2013-00029657,2013-06-09 00:46:00,2013-06-09 00:46:00,DWI/DUI,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2013-00029671,2013-06-09 01:59:00,2013-06-09 01:59:00,DWI/DUI,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2013-00029682,2013-06-09 04:15:00,2013-06-09 04:15:00,Injured/Sick Person,CBE,417 Union Dr,Knight Hall,38.98718710000001,-76.94783879999999
2013-00029683,2013-06-09 05:09:00,2013-06-09 05:09:00,Injured/Sick Person,CBE,407 Field House Dr,Riggs Alumni Center,38.9887767,-76.94529720000001
2013-00029727,2013-06-09 19:10:00,2013-06-09 19:13:00,Assault,Arrest,Lot Z,,38.9896967,-76.93776
2013-00029768,2013-06-06 14:30:00,2013-06-10 07:51:00,Burglary,Active/Pending,144 Field House Dr,Biology-Pyschology Building,38.988822,-76.94260240000001
2013-00029771,2013-05-16 15:00:00,2013-06-10 08:28:00,Burglary,Active/Pending,144 Field House Dr,Biology-Pyschology Building,38.988822,-76.94260240000001
2013-00029796,2013-06-07 11:00:00,2013-06-10 14:54:00,Suspicious Activity,Active/Pending,233 Lehigh Rd,"S Campus Surge, Susquehanna Hall",38.981730799999994,-76.9394233
2013-00029798,2013-05-16 21:00:00,2013-06-10 15:00:00,Suspicious Activity,Unfounded,Lot 11b,,38.9884046,-76.9494025
2013-00029801,2013-06-10 12:00:00,2013-06-10 16:37:00,Burglary,Arrest,46 Chapel Dr,,38.9841606,-76.94099000000001
2013-00029929,2013-06-10 17:00:00,2013-06-11 10:07:00,Suspicious Activity,Active/Pending,233 Lehigh Rd,"S Campus Surge, Susquehanna Hall",38.981730799999994,-76.9394233
2013-00029934,2011-05-01 00:00:00,2013-06-11 11:07:00,Other Incident,Active/Pending,163 Campus Dr,"Stamp Student Union, Student Union, Union",38.984345899999994,-76.9325675
2013-00029940,2013-06-11 13:10:00,2013-06-11 13:14:00,Injured/Sick Person,CBE,345 Ehrensberger Dr,UMUC Inn & Conference Center,38.9869361,-76.95497309999998
2013-00030089,2013-06-11 23:30:00,2013-06-12 00:03:00,Suspicious Person/Auto,CBE,162 Union Dr,"Cole Field House, Cole Student Activities Building, Driscoll Center",38.976066700000004,-76.92334240000001
2013-00030113,2013-06-12 01:51:00,2013-06-12 01:51:00,DWI/DUI,Arrest,University Bl,,39.0006468,-76.9413438
2013-00030121,2013-06-12 02:51:00,2013-06-12 02:51:00,DWI/DUI,Arrest,Lot K*2,,38.989945299999995,-76.94324069999998
2013-00030141,2013-06-12 06:09:00,2013-06-12 06:09:00,Injured/Sick Person,CBE,256 Stadium Dr,Ellicott Hall,38.990556299999994,-76.94457369999998
2013-00030156,2013-06-12 09:20:00,2013-06-12 11:22:00,Theft,Suspended,91 Regents Dr,Chemistry Building,38.9904841,-76.94068100000001
2013-00030158,2013-06-12 12:30:00,2013-06-12 12:42:00,Injured/Sick Person,CBE,Engineering Fields,,38.987828799999996,-76.93729859999998
2013-00030164,2013-06-12 13:30:00,2013-06-12 13:38:00,Theft,Suspended,231 Campus Dr,Microbiology Building,38.984171200000006,-76.9493748
2013-00030172,2013-05-28 21:30:00,2013-06-12 15:22:00,Theft,Suspended,3 Rossborough La,Service Building,38.9853344,-76.93526539999998
2013-00030173,2013-06-12 08:00:00,2013-06-12 15:25:00,Suspicious Activity,Active/Pending,Lot 1b,,38.9884046,-76.9494025
2013-00030190,2013-04-30 08:00:00,2013-06-12 16:39:00,Harassment/Stalking,Active/Pending,224 Farm Dr,Computer & Space Sciences Building,38.991484899999996,-76.9439068
2013-00030197,2013-06-12 17:30:00,2013-06-12 17:31:00,CDS Violation,Arrest,Knox Rd,,38.9807378,-76.93726699999998
2013-00030467,2013-06-13 22:34:00,2013-06-13 22:34:00,Traffic Offense,Arrest,8601 Adelphi Rd,Archives,39.000976200000004,-76.9593483
2013-00030526,2013-06-14 03:28:00,2013-06-14 03:28:00,Recovered Stolen Motor Vehicle,Arrest,8300 block of Osage Te,,39.002849499999996,-76.94209409999998
2013-00030537,2013-06-12 17:00:00,2013-06-14 09:13:00,Other Incident,Suspended,26 Preinkert Dr,South Campus Dining Hall,38.98337799999999,-76.94502270000001
2013-00030560,2013-06-09 17:00:00,2013-06-14 17:23:00,Theft,Active/Pending,404 Mowatt La,"Lot 19, Lot U2, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5",38.9822472,-76.947075
2013-00030632,2013-06-15 02:39:00,2013-06-15 02:39:00,DWI/DUI,Arrest,194 Paint Branch Pkwy,MFRI Complex,38.9994265,-76.93269169999998
2013-00030666,2013-06-15 07:30:00,2013-06-15 10:51:00,Vandalism,Active/Pending,4250 Knox Rd,Commons 2,38.9826669,-76.942871
2013-00030739,2013-06-15 23:47:00,2013-06-15 23:47:00,DWI/DUI,Arrest,University Bl,,39.0006468,-76.9413438
2013-00030740,2013-06-15 23:52:00,2013-06-15 23:52:00,DWI/DUI,Arrest,7300 Baltimore Ave,"College Park Shopping Center, CVS",38.9798863,-76.93837490000001
2013-00030759,2013-06-16 01:54:00,2013-06-16 01:54:00,CDS Violation,Arrest,8200 block of Boteler La,,39.001599,-76.9420109
2013-00030761,2013-06-16 02:07:00,2013-06-16 02:08:00,Injured/Sick Person,CBE,32 Lehigh Rd,Montgomery Hall,38.981730799999994,-76.9394233
2013-00030767,2013-06-16 03:45:00,2013-06-16 04:03:00,Injured/Sick Person,CBE,4310 Knox Rd,Commons 4,38.981081200000006,-76.94166179999998
2013-00030806,2013-06-16 14:01:00,2013-06-16 14:01:00,Found/Recovered Property,Active/Pending,3 Rossborough La,Service Building,38.9853344,-76.93526539999998
2013-00030824,2013-06-10 08:00:00,2013-06-16 19:22:00,Theft,Arrest,91 Regents Dr,Chemistry Building,38.9904841,-76.94068100000001
2013-00030898,2013-06-17 10:44:00,2013-06-17 10:44:00,Injured/Sick Person,CBE,76 Campus Dr,Symons Hall,38.984345899999994,-76.9325675
2013-00030906,2013-06-17 11:10:00,2013-06-17 11:10:00,Injured/Sick Person,CBE,39 Mowatt La,Van Munching Hall,38.982751,-76.948633
2013-00030917,2013-06-17 11:30:00,2013-06-17 13:04:00,Hazardous Condition,CBE,795 Greenmeade Dr,"Avrum Gudelsky Veterinary Center, Vet Med",39.0038166,-76.9428823
2013-00030936,2013-06-17 08:00:00,2013-06-17 17:38:00,Vandalism,Suspended,404 Mowatt La,"Lot 19, Lot U2, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5",38.9822472,-76.947075
2013-00030940,2013-06-17 09:00:00,2013-06-17 18:27:00,Theft,Active/Pending,419 Denton Dr,Oakland Hall,38.9932509,-76.9494057
2013-00031008,2013-06-18 11:31:00,2013-06-18 11:31:00,CDS Violation,Arrest,4300 block of Knox Rd,,38.9811167,-76.94200749999999
2013-00031029,2013-06-18 14:20:00,2013-06-18 15:00:00,Theft,Arrest,Calvert Rd,,38.978790100000005,-76.93359579999998
2013-00031043,2013-06-18 15:00:00,2013-06-18 16:32:00,Injured Officer,CBE,800 block of 51st Ave,,39.007553,-76.919866
2013-00031055,2013-06-18 17:07:00,2013-06-18 17:07:00,Suspicious Person/Auto,Suspended,84 Campus Dr,Mathematics Building,38.984171200000006,-76.9493748
2013-00031238,2013-06-19 14:02:00,2013-06-19 14:02:00,CDS Violation,Arrest,Paint Branch Py,,38.986825700000004,-76.92633099999998
2013-00031244,2013-06-19 14:49:00,2013-06-19 14:49:00,Theft,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2013-00031388,2013-06-20 07:58:00,2013-06-20 07:58:00,Warrant/Summons Service,Arrest,University Bl,,39.0006468,-76.9413438
2013-00031412,2013-06-15 11:30:00,2013-06-20 12:08:00,Theft,Active/Pending,"La Plata Beach, LaPlata Beach",,38.9924835,-76.94513140000001
2013-00031538,2013-06-21 01:44:00,2013-06-21 01:45:00,DWI/DUI,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2013-00031612,2013-06-20 06:09:00,2013-06-21 15:50:00,Theft,Suspended,800 block of 51st Ave,,39.007553,-76.919866
2013-00031688,2013-06-22 02:51:00,2013-06-22 02:51:00,DWI/DUI,Arrest,Lot 4B,,38.985538500000004,-76.9543815
2013-00031689,2013-06-22 02:50:00,2013-06-22 02:50:00,Injured/Sick Person,CBE,Knox Rd,,38.9807378,-76.93726699999998
2013-00031769,2013-06-22 16:00:00,2013-06-22 18:00:00,Theft,Suspended,225 Stadium Dr,Kim Engineering Building,38.990556299999994,-76.94457369999998
2013-00031885,2013-06-23 13:49:00,2013-06-23 13:49:00,CDS Violation,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2013-00031987,2013-06-24 11:29:00,2013-06-24 11:29:00,CDS Violation,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2013-00031989,2013-06-22 16:00:00,2013-06-24 11:30:00,Vandalism,Suspended,6801 Preinkert Dr,Commons 7,38.9815468,-76.94465670000001
2013-00031990,2013-06-10 00:00:00,2013-06-24 11:31:00,Theft,Active/Pending,8700 Boteler La,University Courtyard #7,39.00342,-76.942128
2013-00031993,2013-06-24 12:52:00,2013-06-24 12:52:00,Injured/Sick Person,CBE,71 Administration Ci,"Lee Building, South Administration",38.9809011,-76.9369495
2013-00032017,2013-06-24 18:11:00,2013-06-24 18:11:00,Injured/Sick Person,CBE,60 Campus Dr,Anne Arundel Hall,38.984171200000006,-76.9493748
2013-00032056,2013-06-25 03:04:00,2013-06-25 03:04:00,Injured/Sick Person,CBE,259 Farm Dr,"La Plata Hall, laplata hall",38.991484899999996,-76.9439068
2013-00032100,2013-06-14 15:30:00,2013-06-25 10:13:00,Burglary,Active/Pending,370 block of Field House Dr,,38.9887767,-76.94529720000001
2013-00032116,2013-06-25 11:34:00,2013-06-25 11:34:00,Traffic Arrest,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2013-00032125,2013-06-24 17:20:00,2013-06-25 12:56:00,Dept Property Damage/Loss,Active/Pending,3400 block of Tulane Dr,,38.9849015,-76.9585961
2013-00032293,2013-06-26 10:37:00,2013-06-26 10:37:00,False Report/Statement,CBE,256 Stadium Dr,Ellicott Hall,38.990556299999994,-76.94457369999998
2013-00032294,2013-06-14 11:59:00,2013-06-26 11:09:00,Theft from Auto,Unfounded,404 Mowatt La,"Lot 19, Lot U2, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5",38.9822472,-76.947075
2013-00032298,2013-06-26 12:13:00,2013-06-26 12:13:00,Injured/Sick Person,CBE,256 Stadium Dr,Ellicott Hall,38.990556299999994,-76.94457369999998
2013-00032311,2013-06-26 15:05:00,2013-06-26 15:26:00,Indecent Exposure,Active/Pending,68 Farm Dr,"Eppley Recreation Center, ERC",38.991374,-76.9408527
2013-00032333,2013-06-26 17:01:00,2013-06-26 17:01:00,Other Incident,CBE,795 Greenmeade Dr,"Avrum Gudelsky Veterinary Center, Vet Med",39.0038166,-76.9428823
2013-00032340,2013-06-26 17:41:00,2013-06-26 17:41:00,Damage to State Property,Active/Pending,Lot C2,,38.9852472,-76.93855909999998
2013-00032404,2013-06-27 01:15:00,2013-06-27 02:12:00,Theft,Active/Pending,202 Regents Dr,"DOTS, Lot 5, PG2, Regents Drive Parking Garage, WAM Lab",38.9896849,-76.94144229999998
2013-00032443,2013-06-27 13:50:00,2013-06-27 14:30:00,Injured/Sick Person,CBE,417 Union Dr,Knight Hall,38.98718710000001,-76.94783879999999
2013-00032494,2013-06-27 20:00:00,2013-06-27 22:02:00,Theft,Suspended,68 Farm Dr,"Eppley Recreation Center, ERC",38.991374,-76.9408527
2013-00032577,2013-06-28 13:00:00,2013-06-28 14:56:00,Injured/Sick Person,CBE,163 Campus Dr,"Stamp Student Union, Student Union, Union",38.984345899999994,-76.9325675
2013-00032712,2013-06-29 05:04:00,2013-06-29 05:04:00,Trespassing,Arrest,404 Mowatt La,"Lot 19, Lot U2, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5",38.9822472,-76.947075
2013-00032726,2013-06-29 10:48:00,2013-06-29 10:48:00,CDS Violation,Arrest,Adelphi Rd,,38.99425979999999,-76.96025429999999
2013-00032740,2013-06-29 15:20:00,2013-06-29 15:23:00,Dept Property Damage/Loss,CBE,162 Union Dr,"Cole Field House, Cole Student Activities Building, Driscoll Center",38.976066700000004,-76.92334240000001
2013-00032743,2013-06-29 15:00:00,2013-06-29 16:14:00,Injured/Sick Person,CBE,256 Stadium Dr,Ellicott Hall,38.990556299999994,-76.94457369999998
2013-00032760,2013-06-29 19:09:00,2013-06-29 19:09:00,Warrant/Summons Service,Arrest,Lot BB,,38.9887594,-76.94373590000001
2013-00032824,2013-06-30 01:41:00,2013-06-30 01:41:00,CDS Violation,Arrest,240 block of Norwich Rd,,38.9819843,-76.93143599999998
2013-00032870,2013-06-30 09:50:00,2013-06-30 09:50:00,DWI/DUI,Arrest,Adelphi Rd,,38.99425979999999,-76.96025429999999
2013-00033324,2013-06-29 21:50:00,2013-06-29 21:50:00,Theft,CBE,32 Lehigh Rd,,38.981730799999994,-76.9394233
2013-00032986,2013-07-01 03:34:00,2013-07-01 03:34:00,DWI/DUI,Arrest,Adelphi Rd,,38.99425979999999,-76.96025429999999
2013-00032989,2013-07-01 06:10:00,2013-07-01 06:10:00,Damage to State Property,Active/Pending,403 Terrapin Tr,"Arena Drive Parking Garage, Lot 6, PG4, Terrapin Trail Parking Garage",38.995735100000005,-76.94584559999998
2013-00033014,2013-06-28 13:00:00,2013-07-01 12:49:00,Vandalism,Active/Pending,43 Chapel Dr,Taliaferro Hall,38.984615000000005,-76.94246389999998
2013-00033016,2013-07-01 13:10:00,2013-07-01 13:23:00,Theft,Suspended,35 Library La,Mckeldin Library,38.9859704,-76.9450882
2013-00033020,2013-07-01 02:50:00,2013-07-01 15:04:00,Accident - Departmental,Suspended,91 Regents Dr,Chemistry Building,38.9904841,-76.94068100000001
2013-00033022,2013-07-01 16:10:00,2013-07-01 16:10:00,Recovered Stolen Motor Vehicle,Arrest,295 Campus Dr,North Gate,38.984171200000006,-76.9493748
2013-00033026,2013-07-01 14:00:00,2013-07-01 16:36:00,Injured Officer,CBE,800 block of 51st Ave,,39.007553,-76.919866
2013-00033115,2013-07-02 08:16:00,2013-07-02 08:16:00,CDS Violation,Arrest,Paint Branch Py,,38.986825700000004,-76.92633099999998
2013-00033126,2013-07-01 14:30:00,2013-07-02 09:46:00,Theft,Suspended,227 Stadium Dr,Jull Hall,38.990556299999994,-76.94457369999998
2013-00033131,2013-07-02 11:18:00,2013-07-02 11:18:00,Suspicious Activity,CBE,Byrd Stadium,"Byrd Stadium, Capital One Field",38.9905169,-76.9482823
2013-00033187,2013-07-02 13:00:00,2013-07-02 18:33:00,Theft,Suspended,Byrd Stadium,"Byrd Stadium, Capital One Field",38.9905169,-76.9482823
2013-00033351,2013-06-30 18:00:00,2013-07-03 17:34:00,Other Incident,Active/Pending,Byrd Stadium,"Byrd Stadium, Capital One Field",38.9905169,-76.9482823
2013-00033383,2013-07-03 19:40:00,2013-07-03 19:55:00,Assault,Arrest,7300 Baltimore Ave,"College Park Shopping Center, CVS",38.9798863,-76.93837490000001
2013-00033439,2013-07-04 08:45:00,2013-07-04 09:18:00,Fire,CBE,166 Stadium Dr,Golf Course Club House,38.9909686,-76.95488259999998
2013-00033440,2013-07-04 09:22:00,2013-07-04 09:22:00,Injured/Sick Person,CBE,255 Valley Dr,"HHP, PERH, Public Health, School of Public Health Building",38.9930708,-76.94819439999998
2013-00033475,2013-07-04 14:35:00,2013-07-04 14:35:00,CDS Violation,Juvenile Arrest,383 Paint Branch Pkwy,"Physical Distribution Center, Terp Trader",38.9994265,-76.93269169999998
2013-00033481,2013-07-04 12:15:00,2013-07-04 15:45:00,Vandalism,Active/Pending,Lot 2f,,38.9927086,-76.94149139999998
2013-00033483,2013-07-04 16:25:00,2013-07-04 16:27:00,Injured/Sick Person,CBE,Byrd Stadium,"Byrd Stadium, Capital One Field",38.9905169,-76.9482823
2013-00033493,2013-06-30 16:00:00,2013-07-04 17:26:00,Vandalism,Suspended,Lot 11b,,38.9884046,-76.9494025
2013-00033581,2013-07-05 02:01:00,2013-07-05 02:30:00,DWI/DUI,Arrest,University Bl,,39.0006468,-76.9413438
2013-00033613,2013-07-02 07:45:00,2013-07-05 10:00:00,Dept Property Damage/Loss,CBE,800 block of 51st Ave,,39.007553,-76.919866
2013-00033669,2013-07-05 16:10:00,2013-07-05 16:13:00,Accident - Departmental,CBE,800 block of 51st Ave,,39.007553,-76.919866
2013-00033693,2013-07-05 18:00:00,2013-07-05 18:26:00,Theft,Arrest,7242 Baltimore Ave,Applebees Restaraunt,38.9790615,-76.9382893
2013-00033696,2013-07-05 18:46:00,2013-07-05 18:46:00,Trespassing,Arrest,Byrd Stadium,"Byrd Stadium, Capital One Field",38.9905169,-76.9482823
2013-00033705,2013-07-05 19:51:00,2013-07-05 19:51:00,DWI/DUI,Arrest,225 Stadium Dr,Kim Engineering Building,38.990556299999994,-76.94457369999998
2013-00033740,2013-07-05 16:00:00,2013-07-05 22:19:00,Theft,Suspended,4230 Knox Rd,Commons 1,38.982288700000005,-76.94293409999999
2013-00033789,2013-07-06 02:15:00,2013-07-06 02:17:00,CDS Violation,Arrest,Knox Rd,,38.9807378,-76.93726699999998
2013-00033796,2013-07-06 03:26:00,2013-07-06 03:26:00,DWI/DUI,Arrest,5245 Greenbelt Rd,"Motor Pool, Severn Building, Washington Post Building",38.99663899999999,-76.922612
2013-00033824,2013-07-06 11:08:00,2013-07-06 11:08:00,Disorderly Conduct,Arrest,Lot K1,,38.9851096,-76.93522779999998
2013-00033825,2013-07-05 14:00:00,2013-07-06 11:36:00,Theft from Auto,Suspended,Lot 3,,38.9882734,-76.95323370000001
2013-00033882,2013-07-06 23:17:00,2013-07-06 23:17:00,CDS Violation,Arrest,162 Union Dr,"Cole Field House, Cole Student Activities Building, Driscoll Center",38.976066700000004,-76.92334240000001
2013-00033901,2013-07-07 01:40:00,2013-07-07 01:46:00,Trespassing,Arrest,162 Union Dr,"Cole Field House, Cole Student Activities Building, Driscoll Center",38.976066700000004,-76.92334240000001
2013-00033918,2013-07-07 04:27:00,2013-07-07 04:27:00,DWI/DUI,Arrest,224 Farm Dr,Computer & Space Sciences Building,38.991484899999996,-76.9439068
2013-00033942,2013-07-07 11:00:00,2013-07-07 12:33:00,Animal Complaint,CBE,Lot 2g,,38.994511700000004,-76.94747209999998
2013-00034051,2013-07-08 10:27:00,2013-07-08 10:27:00,Traffic Arrest,Arrest,Adelphi Rd,,38.99425979999999,-76.96025429999999
2013-00034061,2013-07-08 11:20:00,2013-07-08 11:20:00,Traffic Arrest,Arrest,8500 block of Adelphi Rd,,38.99425979999999,-76.96025429999999
2013-00034090,2013-07-08 14:59:00,2013-07-08 14:59:00,CDS Violation,Arrest,University Bl,,39.0006468,-76.9413438
2013-00034117,2013-06-25 17:00:00,2013-07-08 19:12:00,Theft,Suspended,11 Fraternity Row,"Alpha Epsilon Phi Sorority, Frat 11",38.983332,-76.935633
2013-00034174,2013-07-09 03:29:00,2013-07-09 03:29:00,Trespassing,CBE,202 Regents Dr,"DOTS, Lot 5, PG2, Regents Drive Parking Garage, WAM Lab",38.9896849,-76.94144229999998
2013-00034205,2013-07-05 09:30:00,2013-07-09 10:40:00,Vandalism,Suspended,6801 Preinkert Dr,Commons 7,38.9815468,-76.94465670000001
2013-00034223,2013-07-09 14:12:00,2013-07-09 14:12:00,Warrant/Summons Service,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2013-00034225,2013-07-09 09:30:00,2013-07-09 15:03:00,Theft,Arrest,77 Regents Dr,Main Administration Building,38.9904841,-76.94068100000001
2013-00034241,2013-07-09 17:34:00,2013-07-09 17:34:00,Stolen Motor Vehicle,Unfounded,346 Ehrensberger Dr,"Drazek Circle, UMUC",38.9869361,-76.95497309999998
2013-00034259,2013-07-09 18:30:00,2013-07-09 18:35:00,Traffic Offense,CBE,163 Campus Dr,"Stamp Student Union, Student Union, Union",38.984345899999994,-76.9325675
2013-00034280,2013-07-09 21:23:00,2013-07-09 21:23:00,Warrant/Summons Service,Arrest,University Bl,,39.0006468,-76.9413438
2013-00034283,2013-07-09 21:33:00,2013-07-09 21:33:00,CDS Violation,Arrest,7300 block of Baltimore Ave,,38.9798863,-76.93837490000001
2013-00034321,2013-07-10 00:52:00,2013-07-10 00:52:00,CDS Violation,Arrest,University Bl,,39.0006468,-76.9413438
2013-00034349,2013-07-10 08:02:00,2013-07-10 08:02:00,Warrant/Summons Service,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2013-00034364,2013-07-10 11:56:00,2013-07-10 11:56:00,Warrant/Summons Service,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2013-00034371,2013-07-10 12:57:00,2013-07-10 12:57:00,Stolen Motor Vehicle,Unfounded,Campus Dr,,38.9886616,-76.9350786
2013-00034374,2013-07-10 14:17:00,2013-07-10 14:17:00,Injured/Sick Person,CBE,3 Rossborough La,Service Building,38.9853344,-76.93526539999998
2013-00034378,2013-07-10 15:19:00,2013-07-10 15:19:00,Fire,CBE,77 Regents Dr,Main Administration Building,38.9904841,-76.94068100000001
2013-00034425,2013-07-10 18:57:00,2013-07-10 18:57:00,CDS Violation,Arrest,6901 Preinkert Dr,Commons 6,38.9821781,-76.9446528
2013-00034481,2013-07-11 02:38:00,2013-07-11 02:38:00,CDS Violation,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2013-00034519,2013-07-11 10:40:00,2013-07-11 10:44:00,Accident,CBE,26 Preinkert Dr,South Campus Dining Hall,38.98337799999999,-76.94502270000001
2013-00034568,2013-07-09 16:00:00,2013-07-11 15:02:00,Burglary,Suspended,223 Paint Branch Dr,Energy Research Facility,38.9919723,-76.9368108
2013-00034582,2013-07-11 13:46:00,2013-07-11 16:53:00,Telephone/EMail Misuse,CBE,8400 block of Baltimore Ave,,38.9935608,-76.9327314
2013-00034659,2013-06-28 12:00:00,2013-07-12 10:40:00,Theft,Active/Pending,220 block of Stadium Dr,,38.99033319999999,-76.9473792
2013-00034661,2013-07-11 08:00:00,2013-07-12 10:05:00,Vandalism,Active/Pending,4531 College Ave,Phi Sigma Sigma Sorority,38.9813664,-76.9356104
2013-00034663,2013-07-10 19:08:00,2013-07-12 11:24:00,Theft,Active/Pending,424 Paint Branch Dr,Shuttle Bus Facility,38.995469899999996,-76.9415131
2013-00034674,2013-07-12 13:38:00,2013-07-12 13:38:00,Other Incident,CBE,413 Field House Dr,Bioscience Research Building,38.9887767,-76.94529720000001
2013-00034729,2013-07-13 01:30:00,2013-07-13 01:38:00,Injured/Sick Person,CBE,406 Paint Branch Dr,"Computer Science Instructional Center, CSIC",38.99001790000001,-76.936193
2013-00034731,2013-07-13 02:40:00,2013-07-13 02:48:00,Injured/Sick Person,CBE,4318 Knox Rd,Commons 3,38.9815781,-76.9405551
2013-00034734,2013-07-13 03:05:00,2013-07-13 03:14:00,Theft from Auto,Arrest,Lot Y,,38.9896967,-76.93776
2013-00034742,2013-07-13 08:17:00,2013-07-13 08:17:00,CDS Violation,Arrest,Guilford Dr,,38.9792771,-76.94149920000001
2013-00034840,2013-07-13 18:00:00,2013-07-13 21:40:00,Theft from Auto,Suspended,"Golf Course Parking Lot, Lot K6",,38.9911831,-76.95459360000002
2013-00034856,2013-07-14 00:19:00,2013-07-14 00:21:00,Theft,Arrest,Adelphi Rd,,38.99425979999999,-76.96025429999999
2013-00034946,2013-07-14 14:40:00,2013-07-14 18:00:00,Vandalism,Active/Pending,Lot 16f,,38.9836989,-76.9337422
2013-00034955,2013-07-14 20:18:00,2013-07-14 20:18:00,CDS Violation,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2013-00034961,2013-07-14 21:07:00,2013-07-14 21:07:00,Fire,CBE,142 Industrial La,Animal Science Building,38.9909054,-76.9396936
2013-00035015,2013-07-14 12:00:00,2013-07-15 06:46:00,Vandalism,Suspended,Lot N4,,38.9928417,-76.944051
2013-00035108,2013-07-15 23:03:00,2013-07-15 23:03:00,CDS Violation,Arrest,Pine Wy,,38.9746896,-76.9405377
2013-00035128,2013-07-16 03:03:00,2013-07-16 03:03:00,Injured/Sick Person,CBE,8100 block of Baltimore Ave,,38.9886934,-76.93515339999998
2013-00035153,2013-07-16 10:00:00,2013-07-16 10:05:00,Warrant/Summons Service,Arrest,802 Baltimore Ave,"College Park Fire Station, Company 12",38.997626200000006,-76.9315953
2013-00035163,2013-07-15 19:30:00,2013-07-16 11:04:00,Suspicious Person/Auto,Suspended,"Ludwig Field, Ludwig Field at 388 Presidents Dr","Kehoe Track, Kehoe Track",38.988145,-76.95052199999998
2013-00035201,2013-07-16 16:15:00,2013-07-16 16:22:00,Trespassing,Arrest,163 Campus Dr,"Stamp Student Union, Student Union, Union",38.984345899999994,-76.9325675
2013-00035206,2013-07-16 08:30:00,2013-07-16 17:14:00,Vandalism,Suspended,797 Greenmeade Dr,"Laboratory for Telecommunication Sciences, LTS",39.0038166,-76.9428823
2013-00035217,2013-07-16 20:28:00,2013-07-16 20:44:00,Injured/Sick Person,CBE,160 block of Union Dr,,38.9878244,-76.94488670000001
2013-00035322,2013-07-17 14:20:00,2013-07-17 14:20:00,Trespassing,Arrest,163 Campus Dr,"Stamp Student Union, Student Union, Union",38.984345899999994,-76.9325675
2013-00035335,2013-07-17 16:56:00,2013-07-17 16:56:00,Theft,Suspended,35 Library La,Mckeldin Library,38.9859704,-76.9450882
2013-00035345,2013-06-30 12:00:00,2013-07-17 18:26:00,Theft,Suspended,1 Fraternity Row,"Frat 1, Kappa Alpha Fraternity",38.984430100000004,-76.936859
